epoch,step,test_dataset_iou,test_loss,test_per_image_iou,train_dataset_iou,train_loss,train_per_image_iou,valid_dataset_iou,valid_loss,valid_per_image_iou
0,24,,,,,,,0.7420907616615295,0.7378578186035156,0.7422174215316772
0,24,,,,0.5084424018859863,0.744663655757904,0.5411682724952698,,,
1,49,,,,,,,0.7827637791633606,0.5270318388938904,0.7828679084777832
1,49,,,,0.6392310857772827,0.6189289093017578,0.6550452709197998,,,
2,74,,,,,,,0.793068528175354,0.48827651143074036,0.793241560459137
2,74,,,,0.7009750604629517,0.566909909248352,0.7070095539093018,,,
3,99,,,,,,,0.786767840385437,0.4684586226940155,0.7869573831558228
3,99,,,,0.7102578282356262,0.5497713088989258,0.7167621850967407,,,
4,124,,,,,,,0.7781291604042053,0.4656955301761627,0.7783274054527283
4,124,,,,0.7220898270606995,0.5358242988586426,0.7265545725822449,,,
5,149,,,,,,,0.7851349711418152,0.4356865882873535,0.7853038311004639
5,149,,,,0.7229905128479004,0.5128827691078186,0.7266689538955688,,,
6,174,,,,,,,0.7854294180870056,0.39216530323028564,0.7855731844902039
6,174,,,,0.7279877066612244,0.48631033301353455,0.7320034503936768,,,
7,199,,,,,,,0.8008356094360352,0.3369371294975281,0.8009870052337646
7,199,,,,0.7354693412780762,0.44161075353622437,0.7393335700035095,,,
8,224,,,,,,,0.806071400642395,0.3130718767642975,0.8062812089920044
8,224,,,,0.7532496452331543,0.4009241759777069,0.7564438581466675,,,
9,249,,,,,,,0.8187047839164734,0.27780666947364807,0.8188691735267639
9,249,,,,0.7614361047744751,0.3674185574054718,0.7653273940086365,,,
10,274,,,,,,,0.8198866248130798,0.25721049308776855,0.8200653791427612
10,274,,,,0.7600777745246887,0.33664169907569885,0.7637581825256348,,,
11,299,,,,,,,0.8205134868621826,0.25222882628440857,0.8206852078437805
11,299,,,,0.7553813457489014,0.33366668224334717,0.7596124410629272,,,
12,324,,,,,,,0.8226470351219177,0.24797406792640686,0.82281893491745
12,324,,,,0.7577096819877625,0.3224893808364868,0.7620508670806885,,,
13,349,,,,,,,0.8220222592353821,0.24355760216712952,0.8221950531005859
13,349,,,,0.7598967552185059,0.3193216919898987,0.763816773891449,,,
14,374,,,,,,,0.8242167830467224,0.23077742755413055,0.8244287371635437
14,374,,,,0.766670823097229,0.30302369594573975,0.7707289457321167,,,
15,399,,,,,,,0.8273665904998779,0.2169695496559143,0.8275461792945862
15,399,,,,0.7736107110977173,0.2965591847896576,0.7783697843551636,,,
16,424,,,,,,,0.8292668461799622,0.20519836246967316,0.8294655084609985
16,424,,,,0.7833544611930847,0.27351170778274536,0.7871218323707581,,,
17,449,,,,,,,0.8317527174949646,0.19882699847221375,0.8319575786590576
17,449,,,,0.7905334234237671,0.2536923587322235,0.7936986088752747,,,
18,474,,,,,,,0.8338311314582825,0.19055525958538055,0.8340293169021606
18,474,,,,0.7866086959838867,0.24942687153816223,0.7901756763458252,,,
19,499,,,,,,,0.8339093923568726,0.19106847047805786,0.8341102004051208
19,499,,,,0.7832003831863403,0.24811731278896332,0.7868543863296509,,,
20,524,,,,,,,0.8332807421684265,0.1925111562013626,0.833482027053833
20,524,,,,0.7852794528007507,0.24654832482337952,0.7892230153083801,,,
21,549,,,,,,,0.834908127784729,0.19211594760417938,0.8351182341575623
21,549,,,,0.7860510945320129,0.2495032399892807,0.789499044418335,,,
22,574,,,,,,,0.8339107036590576,0.19474223256111145,0.8341250419616699
22,574,,,,0.7912907600402832,0.2364123910665512,0.7942768335342407,,,
23,599,,,,,,,0.8368560075759888,0.18497951328754425,0.837062656879425
23,599,,,,0.7898346781730652,0.23601390421390533,0.793128490447998,,,
24,624,,,,,,,0.8363613486289978,0.17885509133338928,0.8365627527236938
24,624,,,,0.7934947609901428,0.22868449985980988,0.7975698709487915,,,
25,649,,,,,,,0.8365803360939026,0.18047115206718445,0.8367912173271179
25,649,,,,0.7906773090362549,0.22877231240272522,0.7943270206451416,,,
26,674,,,,,,,0.839368999004364,0.1725640594959259,0.8395774364471436
26,674,,,,0.788054883480072,0.2224394530057907,0.7916187644004822,,,
27,699,,,,,,,0.8392234444618225,0.17218686640262604,0.839435338973999
27,699,,,,0.7862058281898499,0.216170072555542,0.7903160452842712,,,
28,724,,,,,,,0.8389852643013,0.17062640190124512,0.839194118976593
28,724,,,,0.7888113260269165,0.22389563918113708,0.792349100112915,,,
29,749,,,,,,,0.8398025035858154,0.17172472178936005,0.8400120735168457
29,749,,,,0.8028054237365723,0.21853870153427124,0.8062322735786438,,,
30,774,,,,,,,0.8398236632347107,0.17020007967948914,0.8400219678878784
30,774,,,,0.8044269680976868,0.21370461583137512,0.8076433539390564,,,
31,799,,,,,,,0.8413897156715393,0.16811944544315338,0.8416011333465576
31,799,,,,0.8032901883125305,0.21353191137313843,0.806946337223053,,,
32,824,,,,,,,0.8399207592010498,0.16631188988685608,0.8401333093643188
32,824,,,,0.7945076823234558,0.21141433715820312,0.7980486154556274,,,
33,849,,,,,,,0.8419365286827087,0.16255569458007812,0.8421486616134644
33,849,,,,0.7986377477645874,0.21017058193683624,0.8026580810546875,,,
34,874,,,,,,,0.8432697653770447,0.16152678430080414,0.8434820771217346
34,874,,,,0.7978816628456116,0.21047404408454895,0.8011484146118164,,,
35,899,,,,,,,0.8430502414703369,0.16081415116786957,0.8432668447494507
35,899,,,,0.800504207611084,0.20384326577186584,0.8039676547050476,,,
36,924,,,,,,,0.8433024287223816,0.16065287590026855,0.8435142636299133
36,924,,,,0.8058564066886902,0.20953910052776337,0.8100022673606873,,,
37,949,,,,,,,0.8434385061264038,0.16027699410915375,0.8436505198478699
37,949,,,,0.7966578602790833,0.2095881998538971,0.8004323244094849,,,
38,974,,,,,,,0.8435580730438232,0.15973716974258423,0.8437626361846924
38,974,,,,0.8033683896064758,0.20398157835006714,0.8070893287658691,,,
39,999,,,,,,,0.8443606495857239,0.15842169523239136,0.8445659875869751
39,999,,,,0.7991258502006531,0.20001304149627686,0.8025671243667603,,,
40,1024,,,,,,,0.8442589640617371,0.15798957645893097,0.8444715142250061
40,1024,,,,0.7984187602996826,0.20287269353866577,0.8023260235786438,,,
41,1049,,,,,,,0.8441411256790161,0.15858565270900726,0.8443594574928284
41,1049,,,,0.7997408509254456,0.2026004195213318,0.8036346435546875,,,
42,1074,,,,,,,0.8444302082061768,0.15732648968696594,0.8446438312530518
42,1074,,,,0.8096886277198792,0.19761979579925537,0.8127573132514954,,,
43,1099,,,,,,,0.844874918460846,0.15604715049266815,0.8450886607170105
43,1099,,,,0.8016175031661987,0.20282840728759766,0.8059912323951721,,,
44,1124,,,,,,,0.8445916771888733,0.15693002939224243,0.8448083400726318
44,1124,,,,0.8145164251327515,0.1924903392791748,0.8179529905319214,,,
45,1149,,,,,,,0.8448814153671265,0.1544940173625946,0.8450987339019775
45,1149,,,,0.8059051632881165,0.19850371778011322,0.8093723058700562,,,
46,1174,,,,,,,0.8452845215797424,0.156050443649292,0.8455032110214233
46,1174,,,,0.8077925443649292,0.19381865859031677,0.8116556406021118,,,
47,1199,,,,,,,0.8462228178977966,0.1541314423084259,0.8464309573173523
47,1199,,,,0.8125779032707214,0.1952657252550125,0.8156778812408447,,,
48,1224,,,,,,,0.9269575476646423,0.12408582121133804,0.9270457625389099
48,1224,,,,0.8532079458236694,0.17944937944412231,0.8555489778518677,,,
49,1249,,,,,,,0.9423086643218994,0.11208491772413254,0.9423757791519165
49,1249,,,,0.9123697876930237,0.14808490872383118,0.9130247235298157,,,
50,1274,,,,,,,0.9449025392532349,0.10917772352695465,0.944963812828064
50,1274,,,,0.9233841300010681,0.13996432721614838,0.9238256216049194,,,
51,1299,,,,,,,0.9480857253074646,0.10699255019426346,0.9481518268585205
51,1299,,,,0.9265853762626648,0.1419999748468399,0.9270991683006287,,,
52,1324,,,,,,,0.9488903880119324,0.10586654394865036,0.9489560127258301
52,1324,,,,0.9274694323539734,0.13448776304721832,0.9280036091804504,,,
53,1349,,,,,,,0.9504445791244507,0.10490582883358002,0.9505148530006409
53,1349,,,,0.926792562007904,0.13813085854053497,0.9274808764457703,,,
54,1374,,,,,,,0.9499936103820801,0.1035347506403923,0.9500671625137329
54,1374,,,,0.9305422306060791,0.1347343921661377,0.9309231638908386,,,
55,1399,,,,,,,0.9564701914787292,0.10000494122505188,0.9565484523773193
55,1399,,,,0.9306216239929199,0.136847123503685,0.9313551783561707,,,
56,1424,,,,,,,0.9586017727851868,0.09779611229896545,0.9586822390556335
56,1424,,,,0.9351170659065247,0.13143129646778107,0.9356032609939575,,,
57,1449,,,,,,,0.9594845771789551,0.09614904224872589,0.9595552086830139
57,1449,,,,0.9358810186386108,0.13127996027469635,0.9363880157470703,,,
58,1474,,,,,,,0.9597710967063904,0.09418109804391861,0.9598419070243835
58,1474,,,,0.940123975276947,0.12474273145198822,0.9405680894851685,,,
59,1499,,,,,,,0.9604746103286743,0.09457565099000931,0.9605470895767212
59,1499,,,,0.9430626034736633,0.12168241292238235,0.9434155821800232,,,
60,1524,,,,,,,0.9608092308044434,0.09489976614713669,0.9608848690986633
60,1524,,,,0.9424182772636414,0.11979874223470688,0.9427984356880188,,,
61,1549,,,,,,,0.9609450697898865,0.09589110314846039,0.961017906665802
61,1549,,,,0.9467712640762329,0.1139766126871109,0.9470421671867371,,,
62,1574,,,,,,,0.9615901112556458,0.09538950026035309,0.9616743326187134
62,1574,,,,0.9460862278938293,0.11900456249713898,0.9463139772415161,,,
63,1599,,,,,,,0.9608655571937561,0.09452147036790848,0.9609392285346985
63,1599,,,,0.9456186294555664,0.12202298641204834,0.9459556341171265,,,
64,1624,,,,,,,0.9627668261528015,0.09142518788576126,0.9628342390060425
64,1624,,,,0.944746732711792,0.1188073605298996,0.9452966451644897,,,
65,1649,,,,,,,0.964502215385437,0.08943592011928558,0.9645776152610779
65,1649,,,,0.9476056098937988,0.11285541206598282,0.9479120969772339,,,
66,1674,,,,,,,0.9651210308074951,0.08887394517660141,0.9651931524276733
66,1674,,,,0.9450017809867859,0.11519037932157516,0.9454281330108643,,,
67,1699,,,,,,,0.965036153793335,0.08940932899713516,0.9651052951812744
67,1699,,,,0.9479838013648987,0.1085265725851059,0.9482843279838562,,,
68,1724,,,,,,,0.9657941460609436,0.08787434548139572,0.9658668637275696
68,1724,,,,0.9529015421867371,0.10621947795152664,0.9531230926513672,,,
69,1749,,,,,,,0.9625972509384155,0.08803031593561172,0.9626641869544983
69,1749,,,,0.9498493075370789,0.10960030555725098,0.9502830505371094,,,
70,1774,,,,,,,0.9653788805007935,0.0878777951002121,0.9654497504234314
70,1774,,,,0.9484356641769409,0.11479578912258148,0.9487553238868713,,,
71,1799,,,,,,,0.9640197157859802,0.08770418167114258,0.9640992879867554
71,1799,,,,0.9517442584037781,0.10762730985879898,0.9521529078483582,,,
72,1824,,,,,,,0.9674607515335083,0.0857243686914444,0.967529296875
72,1824,,,,0.9498612880706787,0.1067686453461647,0.9502434134483337,,,
73,1849,,,,,,,0.9664831161499023,0.08522965013980865,0.9665544033050537
73,1849,,,,0.9495707750320435,0.11228834837675095,0.9501084685325623,,,
74,1874,,,,,,,0.967435359954834,0.08420872688293457,0.9675155878067017
74,1874,,,,0.950188934803009,0.11102157086133957,0.950569748878479,,,
75,1899,,,,,,,0.9679283499717712,0.08399184793233871,0.9680067300796509
75,1899,,,,0.9522345662117004,0.10074407607316971,0.9525813460350037,,,
76,1924,,,,,,,0.9683675169944763,0.08405747264623642,0.9684427380561829
76,1924,,,,0.9504838585853577,0.10934404283761978,0.9509931206703186,,,
77,1949,,,,,,,0.9678668975830078,0.08390052616596222,0.9679411053657532
77,1949,,,,0.9496979713439941,0.10910535603761673,0.9501127600669861,,,
78,1974,,,,,,,0.9675874710083008,0.0890212431550026,0.9676567912101746
78,1974,,,,0.9546496868133545,0.10344795882701874,0.9549373388290405,,,
79,1999,,,,,,,0.9674205780029297,0.08592519909143448,0.9674913287162781
79,1999,,,,0.9528419971466064,0.10298372060060501,0.9532596468925476,,,
80,2024,,,,,,,0.9679567217826843,0.08405778557062149,0.9680379629135132
80,2024,,,,0.9520357847213745,0.10478262603282928,0.9523197412490845,,,
81,2049,,,,,,,0.9694417119026184,0.08301584422588348,0.9695214629173279
81,2049,,,,0.9529755115509033,0.09668288379907608,0.9533177018165588,,,
82,2074,,,,,,,0.9687971472740173,0.08369646221399307,0.9688667058944702
82,2074,,,,0.9518492817878723,0.10982858389616013,0.9523718953132629,,,
83,2099,,,,,,,0.9700304865837097,0.08150587975978851,0.9701033234596252
83,2099,,,,0.9511539936065674,0.10597450286149979,0.9516288638114929,,,
84,2124,,,,,,,0.970432698726654,0.08184178918600082,0.9705050587654114
84,2124,,,,0.9575982093811035,0.10128550231456757,0.9578145742416382,,,
85,2149,,,,,,,0.9698445796966553,0.08201023191213608,0.9699198007583618
85,2149,,,,0.9569710493087769,0.09721778333187103,0.9573656320571899,,,
86,2174,,,,,,,0.9711166024208069,0.08170293271541595,0.9711929559707642
86,2174,,,,0.9579008221626282,0.10196506977081299,0.9582692980766296,,,
87,2199,,,,,,,0.9695817232131958,0.08344854414463043,0.9696528911590576
87,2199,,,,0.9581765532493591,0.09604445099830627,0.9583672285079956,,,
88,2224,,,,,,,0.9680784940719604,0.08247386664152145,0.9681590795516968
88,2224,,,,0.9560892581939697,0.09928783029317856,0.9563847780227661,,,
89,2249,,,,,,,0.9685345888137817,0.08365274220705032,0.9686198234558105
89,2249,,,,0.9559673070907593,0.09565164148807526,0.9562317728996277,,,
90,2274,,,,,,,0.9715384840965271,0.08003243058919907,0.9716127514839172
90,2274,,,,0.9572239518165588,0.09411592036485672,0.957475483417511,,,
91,2299,,,,,,,0.9713048338890076,0.07991160452365875,0.9713817834854126
